分詞,詞性,句法,變調
"見-若｜kian3-na7 叫｜kio3 伊｜i1 起-來｜khi2-lai5 講-話｜kong2-ue7 ，｜, 伊｜i1 就｜to7 講｜kong2 甲｜kah4 大-頷-胿-去｜tua7-am7-kui1-khi3 。｜.
","['Cbb', 'VF', 'Nh', 'Di', 'VA', 'PUNC', 'Nh', 'D', 'VE', 'DE', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NN 見-若｜kian3-na7)
        (NN 叫｜kio3)
        (NN 伊｜i1)
        (NN 起-來｜khi2-lai5)
        (NN 講-話｜kong2-ue7))
      (PU ，｜,)
      (DFL (MSP 伊｜i1) (MSP 就｜to7))
      (VP
        (MSP 講｜kong2)
        (VP (MSP 甲｜kah4) (VP (VV 大-頷-胿-去｜tua7-am7-kui1-khi3)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 食｜tsiah8 上｜siong7 濟｜tse7 。｜.
","['Nh', 'VC', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 伊｜i1))
      (VP (ADVP (VA 食｜tsiah8)) (ADVP (AD 上｜siong7)) (VP (VA 濟｜tse7))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"上-濟｜siong7-tse7 錢｜tsinn5 了-去｜liau2-khi3 爾-爾｜nia7-nia7 。｜.
","['Da', 'Na', 'Na', 'T', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 上-濟｜siong7-tse7))
      (ADVP (AD 錢｜tsinn5))
      (VP (ADVP (AD 了-去｜liau2-khi3)) (ADVP (AD 爾-爾｜nia7-nia7))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '本調#', '毋是台語']"
"你｜li2 講-話｜kong2-ue7 毋-好｜m7-ho2 遐｜hiah4 大-聲｜tua7-siann1 。｜.
","['Nh', 'VA', 'D', 'D', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 你｜li2))
      (ADVP (AD 講-話｜kong2-ue7))
      (ADVP (AD 毋-好｜m7-ho2))
      (ADVP (AD 遐｜hiah4))
      (VP (AD 大-聲｜tua7-siann1)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 走-去｜tsau2-khi3 共｜ka7 𪜶｜in1 頭-家｜thau5-ke1 大-聲｜tua7-siann1 。｜.
","['Nh', 'VCL', 'P', 'Nh', 'Na', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NN 伊｜i1)
        (NN 走-去｜tsau2-khi3)
        (NN 共｜ka7)
        (NN 𪜶｜in1)
        (NN 頭-家｜thau5-ke1)
        (NN 大-聲｜tua7-siann1)))
    (PU 。｜.)))","['規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 足｜tsiok4 愛｜ai3 講｜kong2 大-聲-話｜tua7-siann1-ue7 。｜.
","['Nh', 'Dfa', 'D', 'VE', 'VH', 'PUNC']","(ROOT
  (IP
    (FLR
      (SP 伊｜i1)
      (CP
        (IP
          (VP (NP (NN 足｜tsiok4)) (VP (VV 愛｜ai3) (NP (NN 講｜kong2)))))
        (SP 大-聲-話｜tua7-siann1-ue7)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜gua2 下-擺｜e7-pai2 毋｜m7 敢-矣｜kann2-ah4 ！｜!
","['Nh', 'Nes', 'D', 'Na', 'PUNC']","(ROOT
  (CP
    (IP (VP (VV 我｜gua2) (AS 下-擺｜e7-pai2)) (SP 毋｜m7))
    (SP 敢-矣｜kann2-ah4)
    (PU ！｜!)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜tsit4 个｜e5 小-嬸｜sio2-tsim2 誠｜tsiann5 尊-重｜tsun1-tiong7 大-伯｜tua7-peh4 。｜.
","['Nep', 'Nf', 'VH', 'Dfa', 'VJ', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NN 這｜tsit4)
        (NN 个｜e5)
        (NN 小-嬸｜sio2-tsim2)
        (NN 誠｜tsiann5)
        (NN 尊-重｜tsun1-tiong7)
        (NN 大-伯｜tua7-peh4)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"𪜶｜in1 攏｜long2 是｜si7 土-雞-仔｜thoo2-ke1-a2 。｜.
","['Nh', 'D', 'SHI', 'Nc', 'PUNC']","(ROOT
  (IP
    (VP
      (NP (NN 𪜶｜in1) (NN 攏｜long2) (NN 是｜si7) (NN 土-雞-仔｜thoo2-ke1-a2)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '毋是台語']"
"男｜lam5 天-平｜thian1-ping5 ，｜, 女｜li2 下-顎｜e7-kok4 。｜.
","['Na', 'Na', 'PUNC', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NP (NN 男｜lam5))
        (PU 天-平｜thian1-ping5)
        (PU ，｜,)
        (NP (NN 女｜li2) (NN 下-顎｜e7-kok4))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '本調#', '毋是台語']"
"無-聊｜bo5-liau5 的｜e5 時-陣｜si5-tsun7 ，｜, 就｜to7 來｜lai5 變｜pinn3 工-藝｜kang1-ge7 。｜.
","['VH', 'DE', 'Na', 'PUNC', 'D', 'D', 'VH', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 無-聊｜bo5-liau5))
    (VP
      (NP (NN 的｜e5))
      (NP
        (NP (NN 時-陣｜si5-tsun7))
        (PU ，｜,)
        (PU 就｜to7)
        (PRN
          (IP
            (VP
              (VV 來｜lai5)
              (VP (VV 變｜pinn3) (NP (NN 工-藝｜kang1-ge7))))))))
    (PU 。｜.)))","['規則變調', '本調#', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 去｜khi3 媽-祖｜ma2-tsoo2 宮｜king1 下-願｜he7-guan7 ，｜, 講｜kong2 𪜶｜in1 老-母｜lau7-bu2 的｜e5 病｜penn7 若｜na7 會｜e7 好｜ho2 ，｜, 伊｜i1 就｜to7 欲｜beh4 倩｜tshiann3 一｜tsit8 班｜pan1 歌-仔-戲｜kua1-a2-hi3 來｜lai5 謝-神｜sia7-sin5 。｜.
","['Nh', 'D', 'Nb', 'Nc', 'Nb', 'PUNC', 'VE', 'Nh', 'Na', 'DE', 'Na', 'Cbb', 'D', 'VH', 'PUNC', 'Nh', 'D', 'D', 'VF', 'Neu', 'Nf', 'Na', 'D', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VP
          (VV 伊｜i1)
          (IP
            (VP
              (VP (VV 去｜khi3) (NP (NR 媽-祖｜ma2-tsoo2) (NR 宮｜king1)))
              (VP (VV 下-願｜he7-guan7)))))
        (PU ，｜,)
        (VP
          (VV 講｜kong2)
          (IP
            (NP (PN 𪜶｜in1) (NN 老-母｜lau7-bu2))
            (VP
              (VP (ADVP (AD 的｜e5)) (VV 病｜penn7) (NP (NN 若｜na7)))
              (VP (VRD (VV 會｜e7) (VA 好｜ho2))))))))
    (PU ，｜,)
    (IP
      (NP (NR 伊｜i1))
      (PU 就｜to7)
      (VP
        (ADVP (AD 欲｜beh4))
        (VP
          (VP
            (VV 倩｜tshiann3)
            (NP (NN 一｜tsit8) (NN 班｜pan1) (NN 歌-仔-戲｜kua1-a2-hi3)))
          (VP (VV 來｜lai5) (NP (NN 謝-神｜sia7-sin5))))))
    (PU 。｜.)))","['規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '仔前變調&', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"稻-仔｜tiu7-a2 發｜huat4 甲｜kah4 誠｜tsiann5 大-欉-矣｜tua7-tsang5-ah4 。｜.
","['Na', 'VC', 'DE', 'Dfa', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (CP
        (IP (VP (VV 稻-仔｜tiu7-a2) (AS 發｜huat4)) (SP 甲｜kah4))
        (SP 誠｜tsiann5)
        (SP 大-欉-矣｜tua7-tsang5-ah4)))
    (PU 。｜.)))","['仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"𪜶｜in1 後-生｜hau7-senn1 生｜senn1 甲｜kah4 足｜tsiok4 大-欉-的｜tua7-tsang5-e5 。｜.
","['Nh', 'Na', 'VC', 'DE', 'Dfa', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VA 𪜶｜in1)
      (VA 後-生｜hau7-senn1)
      (VP
        (VA 生｜senn1)
        (VP (VA 甲｜kah4) (VA 足｜tsiok4) (VA 大-欉-的｜tua7-tsang5-e5))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '本調#', '毋是台語']"
"你｜li2 今｜kim1 欲｜iok8 何｜ho5 之｜tsi1 ？｜?
","['Nh', 'Nd', 'D', 'Ncd', 'DE', 'PUNC']","(ROOT
  (CP
    (SP 你｜li2)
    (FLR (SP 今｜kim1) (SP 欲｜iok8))
    (FLR (SP 何｜ho5) (SP 之｜tsi1))
    (PU ？｜?)))","['規則變調', '規則變調', '再變調$', '規則變調', '本調#', '毋是台語']"
"我｜gua2 予｜hoo7 你｜li2 一｜tsit8 个｜e5 面-子｜bin7-tsu2 ，｜, 這｜tsit4 件｜kiann7 代-誌｜tai7-tsi3 就｜to7 準｜tsun2 拄-煞｜tu2-suah4 。｜.
","['Nh', 'P', 'Nh', 'Neu', 'Nf', 'Na', 'PUNC', 'Nep', 'Nf', 'Na', 'D', 'VH', 'VH', 'PUNC']","(ROOT
  (IP
    (NP
      (NN 我｜gua2)
      (NN 予｜hoo7)
      (NN 你｜li2)
      (NN 一｜tsit8)
      (NN 个｜e5)
      (NN 面-子｜bin7-tsu2))
    (PU ，｜,)
    (VP
      (VV 這｜tsit4)
      (IP
        (VP
          (VV 件｜kiann7)
          (IP
            (VP
              (VV 代-誌｜tai7-tsi3)
              (IP
                (VP
                  (VV 就｜to7)
                  (IP (VP (VCD (VV 準｜tsun2) (VV 拄-煞｜tu2-suah4)))))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜gua2 袂-記-得｜be7-ki3-tit4 寫｜sia2 功-課｜kong1-kho3 ，｜, 毋-才｜m7-tsiah4 會｜e7 予｜hoo7 老-師｜lau7-su1 罵｜me7 。｜.
","['Nh', 'VK', 'VC', 'Na', 'PUNC', 'Da', 'D', 'P', 'Na', 'VC', 'PUNC']","(ROOT
  (IP
    (IP
      (NP
        (NN 我｜gua2)
        (NN 袂-記-得｜be7-ki3-tit4)
        (NN 寫｜sia2)
        (NN 功-課｜kong1-kho3))
      (PU ，｜,)
      (NP (NN 毋-才｜m7-tsiah4))
      (VP
        (VV 會｜e7)
        (IP
          (VP
            (VV 予｜hoo7)
            (IP (VP (VV 老-師｜lau7-su1) (NP (NN 罵｜me7))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"予｜hoo7 伊｜i1 去-啦｜khi3-lah4 ！｜! 莫｜mai3 插-伊｜tshap4-i1 。｜.
","['P', 'Nh', 'Na', 'PUNC', 'D', 'Na', 'PUNC']","(ROOT
  (NP
    (SP 予｜hoo7)
    (FLR (SP 伊｜i1))
    (FLR (SP 去-啦｜khi3-lah4))
    (PU ！｜!)
    (DFL (PN 莫｜mai3))
    (NP (PN 插-伊｜tshap4-i1))
    (PU 。｜.)))","['規則變調', '規則變調', '再變調$', '規則變調', '毋是台語', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜gua2 揀-的｜king2-e5 人｜lang5 攏｜long2 是｜si7 仁-仁-仁-的｜jin5-jin5-jin5-e5 。｜.
","['Nh', 'Na', 'Na', 'D', 'SHI', 'Na', 'PUNC']","(ROOT
  (CP
    (CP
      (DEC 我｜gua2)
      (DEC 揀-的｜king2-e5)
      (DEC 人｜lang5)
      (DFL (DEC 攏｜long2) (DEC 是｜si7)))
    (SP 仁-仁-仁-的｜jin5-jin5-jin5-e5)
    (PU 。｜.)))","['規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '本調#', '毋是台語']"
"這｜tsit4 粒｜liap8 塗-豆｜thoo5-tau7 真｜tsin1 仁｜jin5 。｜.
","['Nep', 'Nf', 'Na', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (VA 這｜tsit4)
      (VA 粒｜liap8)
      (VP (VA 塗-豆｜thoo5-tau7) (VP (VCD (VA 真｜tsin1) (VA 仁｜jin5)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 跋｜puah8 一-下｜tsit8-e7 規-个｜kui1-e5 人｜lang5 仆-落-去｜phak4-loh8-khi3 。｜.
","['Nh', 'VE', 'DE', 'Neqa', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (DVP
        (DVP
          (DVP (NP (NN 伊｜i1) (NN 跋｜puah8)) (DEV 一-下｜tsit8-e7))
          (DEV 規-个｜kui1-e5))
        (DEV 人｜lang5))
      (VP (VV 仆-落-去｜phak4-loh8-khi3)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"今｜tann1 攏｜long2 害-了-了-矣｜hai7-liau2-liau2-ah4 ！｜!
","['Nd', 'D', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP (VV 今｜tann1) (AS 攏｜long2))
      (SP 害-了-了-矣｜hai7-liau2-liau2-ah4))
    (PU ！｜!)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"是｜si7 啥-人｜siann2-lang5 允｜in2 你｜li2 這｜tsit4 件｜kiann7 代-誌-的｜tai7-tsi3-e5 ？｜?
","['SHI', 'Nh', 'VE', 'Nh', 'Nep', 'Nf', 'Na', 'PUNC']","(ROOT
  (CP
    (CP
      (DEC 是｜si7)
      (DEC 啥-人｜siann2-lang5)
      (DEC 允｜in2)
      (DEC 你｜li2)
      (DFL (DEC 這｜tsit4) (DEC 件｜kiann7)))
    (SP 代-誌-的｜tai7-tsi3-e5)
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '本調#', '毋是台語']"
"伊｜i1 攏-總｜long2-tsong2 生｜senn1 六｜lak8 个｜e5 後-生｜hau7-senn1 。｜.
","['Nh', 'Da', 'VC', 'Neu', 'Nf', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NN 伊｜i1)
        (NN 攏-總｜long2-tsong2)
        (NN 生｜senn1)
        (NN 六｜lak8)
        (NN 个｜e5)
        (NN 後-生｜hau7-senn1)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 真｜tsin1 冇-手｜phann3-tshiu2 。｜.
","['Nh', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (VP (NP (NP (NN 伊｜i1) (NN 真｜tsin1)) (NP (NN 冇-手｜phann3-tshiu2))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"頭-毛｜thau5-mng5 縛｜pak8 了｜liau2 傷｜siunn1 冗｜ling7 ，｜, 強-欲｜kiong7-beh4 散-去｜suann3-khi3 。｜.
","['Na', 'VC', 'DE', 'Dfa', 'VHC', 'PUNC', 'D', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VP
        (ADVP (AD 頭-毛｜thau5-mng5))
        (VP (VV 縛｜pak8) (AS 了｜liau2) (NP (NN 傷｜siunn1) (NN 冗｜ling7))))
      (PU ，｜,)
      (VP (ADVP (AD 強-欲｜kiong7-beh4)) (VP (VV 散-去｜suann3-khi3))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '再變調$', '規則變調', '本調#', '毋是台語']"
"最-近｜tsue3-kin7 手-頭｜tshiu2-thau5 較｜khah4 冗｜ling7 ，｜, 想-欲｜siunn7-beh4 加｜ke1 買｜be2 幾-領-仔｜kui2-nia2-a2 新｜sin1 衫｜sann1 。｜.
","['Nd', 'Na', 'Dfa', 'VHC', 'PUNC', 'VE', 'D', 'VC', 'VC', 'VH', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VA 最-近｜tsue3-kin7)
        (IP
          (VP (VA 手-頭｜tshiu2-thau5) (VCD (VA 較｜khah4) (VA 冗｜ling7))))))
    (PU ，｜,)
    (IP
      (VP
        (NP
          (NN 想-欲｜siunn7-beh4)
          (NN 加｜ke1)
          (NN 買｜be2)
          (NN 幾-領-仔｜kui2-nia2-a2)
          (NN 新｜sin1)
          (NN 衫｜sann1))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '本調#', '毋是台語']"
"索-仔｜soh4-a2 冗-去-矣｜ling7-khi3-ah4 ，｜, 愛｜ai3 重｜ting5 縛｜pak8 。｜.
","['Na', 'Na', 'PUNC', 'D', 'VH', 'VC', 'PUNC']","(ROOT
  (IP
    (VP
      (AS 索-仔｜soh4-a2)
      (IP
        (VP
          (VP (VV 冗-去-矣｜ling7-khi3-ah4))
          (PU ，｜,)
          (VP (VSB (VCD (VV 愛｜ai3) (VV 重｜ting5)) (VV 縛｜pak8))))))
    (PU 。｜.)))","['仔前變調&', '本調#', '規則變調', '再變調$', '規則變調', '毋是台語', '規則變調', '規則變調', '本調#', '毋是台語']"
"錢｜tsinn5 愛｜ai3 紮｜tsah4 較｜khah4 冗-咧｜liong7-leh4 。｜.
","['Na', 'D', 'VC', 'Dfa', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 錢｜tsinn5))
    (VP
      (QP
        (QP (CD 愛｜ai3))
        (QP
          (QP (CD 紮｜tsah4))
          (QP (CD 較｜khah4))
          (QP (CD 冗-咧｜liong7-leh4)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"時-間｜si5-kan1 閣｜koh4 真｜tsin1 冗｜liong7 。｜.
","['Na', 'D', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (VA 時-間｜si5-kan1)
      (VA 閣｜koh4)
      (VCD (VA 真｜tsin1) (VA 冗｜liong7)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"三｜sann1 分｜hun1 天｜thinn1 註-定｜tsu3-tiann7 ，｜, 七｜tshit4 分｜hun1 靠｜kho3 拍-拚｜phah4-piann3 。｜.
","['Neu', 'Nf', 'Nc', 'VK', 'PUNC', 'Neu', 'Nf', 'P', 'VH', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (QP (CD 三｜sann1)) (NP (NN 分｜hun1)))
      (VP (ADVP (AD 天｜thinn1)) (VP (VV 註-定｜tsu3-tiann7))))
    (PU ，｜,)
    (IP
      (QP (CD 七｜tshit4))
      (VP
        (VV 分｜hun1)
        (IP (VP (VV 靠｜kho3) (NP (NN 拍-拚｜phah4-piann3))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"𪜶｜in1 爸-仔-囝｜pe7-a2-kiann2 佇｜ti7 車-頭｜tshia1-thau5 分-開｜hun1-khui1 。｜.
","['Nh', 'Na', 'P', 'Nc', 'VHC', 'PUNC']","(ROOT
  (IP
    (VP
      (VP (VV 𪜶｜in1))
      (VP (VV 爸-仔-囝｜pe7-a2-kiann2))
      (VP
        (VP (VV 佇｜ti7))
        (VP (VV 車-頭｜tshia1-thau5))
        (VP (VV 分-開｜hun1-khui1))))
    (PU 。｜.)))","['規則變調', '仔前變調&', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜tsit4 箱｜siunn1 柑-仔｜kam1-a2 予｜hoo7 恁｜lin2 去｜khi3 分｜pun1 。｜.
","['Nep', 'Nf', 'Na', 'P', 'Nh', 'D', 'VC', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 這｜tsit4)
      (IP
        (VP
          (VV 箱｜siunn1)
          (IP
            (VP
              (VV 柑-仔｜kam1-a2)
              (IP
                (VP
                  (VV 予｜hoo7)
                  (IP
                    (VP
                      (VV 恁｜lin2)
                      (IP (VP (VSB (VV 去｜khi3) (VV 分｜pun1)))))))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '再變調$', '本調#', '毋是台語']"
"好-心｜ho2-sim1 的｜e5 頭-家｜thau5-ke1 ！｜! 一｜tsit8 碗｜uann2 飯｜png7 來｜lai5 分-我｜pun1-gua2 好-無｜ho2-bo5 ？｜?
","['VH', 'DE', 'Na', 'PUNC', 'Neu', 'Na', 'Na', 'D', 'Na', 'Na', 'PUNC']","(ROOT
  (CP
    (CP
      (CP
        (CP
          (CP
            (IP
              (VP
                (ADVP (AD 好-心｜ho2-sim1))
                (VP (VV 的｜e5) (NP (NN 頭-家｜thau5-ke1))))
              (PU ！｜!))
            (SP 一｜tsit8))
          (SP 碗｜uann2))
        (SP 飯｜png7))
      (FLR (SP 來｜lai5) (SP 分-我｜pun1-gua2)))
    (SP 好-無｜ho2-bo5)
    (PU ？｜?)))","['規則變調', '本調#', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"彼｜hit4 个｜e5 乞-食｜khit4-tsiah8 逐-工｜tak8-kang1 攏｜long2 去｜khi3 車-頭｜tshia1-thau5 共｜ka7 人｜lang5 分｜pun1 。｜.
","['Nep', 'Nf', 'Na', 'Na', 'D', 'D', 'Nc', 'P', 'Na', 'VC', 'PUNC']","(ROOT
  (IP
    (NP (NN 彼｜hit4))
    (NP
      (QP (CLP (M 个｜e5)))
      (NP (NN 乞-食｜khit4-tsiah8) (NN 逐-工｜tak8-kang1)))
    (VP
      (VP (VV 攏｜long2) (NP (NN 去｜khi3) (NN 車-頭｜tshia1-thau5)))
      (VP (VV 共｜ka7) (IP (NP (NN 人｜lang5)) (VP (VV 分｜pun1)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"家-己｜ka1-ki7 若｜na7 袂｜be7 生｜senn1 ，｜, 規-氣｜kui1-khi3 去｜khi3 分｜pun1 別-人｜pat8-lang5 的｜e5 囡-仔｜gin2-a2 來｜lai5 飼｜tshi7 。｜.
","['Nh', 'Cbb', 'D', 'VC', 'PUNC', 'VH', 'D', 'VC', 'Nh', 'DE', 'Na', 'D', 'VC', 'PUNC']","(ROOT
  (IP
    (NP
      (NP (NP (NN 家-己｜ka1-ki7) (NN 若｜na7)) (NP (NN 袂｜be7)))
      (NP (NN 生｜senn1)))
    (PU ，｜,)
    (VP
      (VP (VV 規-氣｜kui1-khi3) (NP (NN 去｜khi3)))
      (VP
        (VP (VV 分｜pun1) (IP (NP (NN 別-人｜pat8-lang5)) (VP (VA 的｜e5))))
        (PU 囡-仔｜gin2-a2)
        (VP (ADVP (AD 來｜lai5)) (VP (VV 飼｜tshi7)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '本調#', '規則變調', '仔前變調&', '本調#', '規則變調', '本調#', '毋是台語']"
