分詞,詞性,句法,變調
"作｜Tsok 者｜tsiá ，｜, 王｜Ông 秀｜siù 容｜iông
","['Na', 'Na', 'PUNC', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (IP (VP (VV 作｜Tsok) (NP (NN 者｜tsiá))))
    (PU ，｜,)
    (IP (NP (NR 王｜Ông) (NN 秀｜siù)) (VP (VV 容｜iông)))))","['規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '本調#']"
"下-港｜Ē-káng 頂-港｜tíng-káng 有｜ū 塗｜thôo 城｜siânn
","['Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP (NR 下-港｜Ē-káng) (NR 頂-港｜tíng-káng))
    (VP (VE 有｜ū) (VP (VV 塗｜thôo) (NP (NN 城｜siânn))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"看｜Khuànn 地｜tè 名｜miâ 就｜tiō 知-影｜tsai-iánn ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VP (VV 看｜Khuànn) (NP (NN 地｜tè) (NN 名｜miâ)))
        (VP (ADVP (AD 就｜tiō)) (VP (VV 知-影｜tsai-iánn)))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"攏｜Lóng 是-毋｜sī-m̄ 認-輸｜jīn-su ，｜, 拚-輸-贏｜Piànn-su-iânn
","['Na', 'Na', 'Na', 'PUNC', 'Na']","(ROOT
  (IP
    (IP
      (VP
        (VV 攏｜Lóng)
        (IP (VP (ADVP (AD 是-毋｜sī-m̄)) (VP (VV 認-輸｜jīn-su))))))
    (PU ，｜,)
    (NP (NN 拚-輸-贏｜Piànn-su-iânn))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '本調#']"
"是｜Sī 鄭｜tēnn 成-功｜sîng-kong 到｜kàu 臺｜tâi 灣｜uan ，｜, 佮｜Kā 紅｜âng 毛｜mo̍oh 番｜huān 捙-拚｜tshia-piànn
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (IP
      (VP
        (VC 是｜Sī)
        (IP
          (NP (NR 鄭｜tēnn))
          (VP
            (VRD (VV 成-功｜sîng-kong) (VV 到｜kàu))
            (NP (NP (NR 臺｜tâi)) (NP (NN 灣｜uan)))))))
    (PU ，｜,)
    (IP
      (NP (NN 佮｜Kā))
      (VP
        (VA 紅｜âng)
        (NP
          (CLP (NP (NR 毛｜mo̍oh)) (CLP (M 番｜huān)))
          (NP (NN 捙-拚｜tshia-piànn)))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"開｜Khai 展｜tián 漢-人｜hàn-jîn 的｜ê 天-下｜thian-hā ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (FRAG
    (NP
      (CP
        (IP (VP (VV 開｜Khai) (NP (NN 展｜tián) (NN 漢-人｜hàn-jîn))))
        (DEG 的｜ê))
      (NP (NN 天-下｜thian-hā)))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"用｜Iōng 塗｜thôo 起｜khí 城｜siânn 顧｜kòo 兵｜ping 營｜iânn
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (PP
        (P 用｜Iōng)
        (IP
          (VP
            (VP (VRD (VV 塗｜thôo) (VV 起｜khí)) (NP (NN 城｜siânn)))
            (VP (VV 顧｜kòo) (NP (NN 兵｜ping) (NN 營｜iânn)))))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"遐｜Hia 有｜ú 鹿｜lo̍k 耳｜nî 門｜mn̄g ，｜, 媽｜Ma 祖｜tsóo 現｜hiàn 靈-聖｜lîng-siànn
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (IP
      (VP
        (ADVP (AD 遐｜Hia))
        (VP (VE 有｜ú) (NP (NN 鹿｜lo̍k) (NN 耳｜nî) (NN 門｜mn̄g)))))
    (PU ，｜,)
    (IP
      (NP (NN 媽｜Ma) (NN 祖｜tsóo))
      (VP (ADVP (AD 現｜hiàn)) (VP (VA 靈-聖｜lîng-siànn))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"保-庇｜Pó-pì 拍｜pha 拚｜piánn 的｜ê 討-海-人｜thó-hái-lâng 風｜hong 湧｜tsîng 大｜tuā 嘛｜mà 毋-驚｜m̄-kiann 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VP
        (VV 保-庇｜Pó-pì)
        (NP
          (CP (IP (VP (VCD (VV 拍｜pha) (VV 拚｜piánn)))) (DEC 的｜ê))
          (NP (NN 討-海-人｜thó-hái-lâng) (NN 風｜hong))))
      (VP
        (VV 湧｜tsîng)
        (IP
          (VP
            (ADVP (VA 大｜tuā))
            (FLR (SP 嘛｜mà))
            (VP (VA 毋-驚｜m̄-kiann))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"魚｜Sī 蝦｜he 掠｜liá 甲｜kā 滿｜mua 滿｜muá 滿｜muá
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP (NP (NN 魚｜Sī) (NN 蝦｜he)) (NP (NN 掠｜liá) (NN 甲｜kā)))
    (VP (ADVP (AD 滿｜mua)) (VP (VRD (VV 滿｜muá) (VA 滿｜muá))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"是｜Sī 漢-人｜hàn-jîn 防-備｜hông-pī 番-人｜huan-sin 的｜ê 工-程｜kang-tîng ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VC 是｜Sī)
      (NP
        (CP
          (IP
            (NP (NN 漢-人｜hàn-jîn))
            (VP (VV 防-備｜hông-pī) (NP (NN 番-人｜huan-sin))))
          (DEC 的｜ê))
        (NP (NN 工-程｜kang-tîng))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"顧｜Kòo 家-伙｜ke-hué 保｜bô 性｜sìnn 命｜miā 用｜iōng 塗｜thôo 起｜khì 牆｜tshiúnn 做｜tsò 界｜kài 線｜suànn
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (IP
      (VP
        (VV 顧｜Kòo)
        (NP
          (NP (NN 家-伙｜ke-hué) (NN 保｜bô))
          (NP (NN 性｜sìnn) (NN 命｜miā)))))
    (VP
      (P 用｜iōng)
      (IP
        (VP
          (VP (VRD (VV 塗｜thôo) (VV 起｜khì)) (NP (NN 牆｜tshiúnn)))
          (VP (VV 做｜tsò) (NP (NN 界｜kài) (NN 線｜suànn))))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"遐｜Hia 有｜ū 承｜sîng 天｜thian 禪｜siân 寺｜sī 果-子｜kué-tsí 師｜su 父｜hū 的｜ê 加｜ka 持｜tshî 予｜Hōo 上-山｜tsiūnn-suann 落｜lō 崎｜kiā 欣-賞｜him-sióng 油｜iû 桐｜tông 花｜hue 的｜ê 人｜lâng 心｜Sim 佮｜kah 花｜hue 平｜pênn 媠｜suí ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 遐｜Hia))
      (VP
        (VE 有｜ū)
        (IP
          (NP
            (CP
              (IP
                (VP
                  (VP (VV 承｜sîng) (NP (NN 天｜thian)))
                  (VP
                    (VV 禪｜siân)
                    (NP
                      (NN 寺｜sī)
                      (NN 果-子｜kué-tsí)
                      (NN 師｜su)
                      (NN 父｜hū)))))
              (DEC 的｜ê))
            (NP (NR 加｜ka)))
          (VP
            (VP
              (VV 持｜tshî)
              (NP
                (CP
                  (IP
                    (VP
                      (PP
                        (P 予｜Hōo)
                        (IP
                          (VP
                            (VV 上-山｜tsiūnn-suann)
                            (IP
                              (VP
                                (VV 落｜lō)
                                (NP
                                  (NN 崎｜kiā)
                                  (NN 欣-賞｜him-sióng)
                                  (NN 油｜iû)))))))
                      (ADVP (AD 桐｜tông))
                      (VP (VV 花｜hue))))
                  (DEC 的｜ê))
                (NP (NN 人｜lâng) (NN 心｜Sim) (NN 佮｜kah))))
            (VP (VV 花｜hue) (NP (NN 平｜pênn) (NN 媠｜suí)))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"用｜Iōng 自-然｜tsū-jiân 看｜khuànn 靈｜līn 命｜miā
","['Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (PP (P 用｜Iōng) (NP (NN 自-然｜tsū-jiân)))
      (VP (VV 看｜khuànn) (NP (NN 靈｜līn) (NN 命｜miā))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"笑｜Tshiâu 看｜khan 人-生｜jîn-sing 毋-免｜m̄-bián 拚｜piánn ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 笑｜Tshiâu)
      (IP
        (VP
          (VP (VV 看｜khan) (NP (NN 人-生｜jîn-sing)))
          (VP (ADVP (AD 毋-免｜m̄-bián)) (VP (VV 拚｜piánn))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜Guá 佇｜tī 下｜e 港｜káng 讀｜tha̍k 大-學｜tāi-ha̍k ，｜, 來｜Lâi 頂-港｜tíng-káng 教-冊｜kà-tsheh ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 我｜Guá))
    (VP
      (VV 佇｜tī)
      (IP
        (VP
          (VP (VV 下｜e) (NP (NR 港｜káng)))
          (VP (VV 讀｜tha̍k) (NP (NN 大-學｜tāi-ha̍k)))
          (PU ，｜,)
          (VP (VV 來｜Lâi) (NP (NN 頂-港｜tíng-káng) (NN 教-冊｜kà-tsheh))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"後｜Āu 來-好｜lâi-hó 運｜ùn 做｜tsò 指｜tsí 導｜tō 員｜guân 為｜uî 臺-語｜tâi-gí 拍-拚｜phah-piànn
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (ADVP (AD 後｜Āu))
      (VP
        (ADVP (AD 來-好｜lâi-hó))
        (VP
          (VV 運｜ùn)
          (VP
            (VV 做｜tsò)
            (VP
              (VP
                (VV 指｜tsí)
                (NP (NN 導｜tō) (NN 員｜guân))
                (IP (VP (VC 為｜uî) (NP (NN 臺-語｜tâi-gí)))))
              (VP (VV 拍-拚｜phah-piànn)))))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"兩-个｜Lâng-kheh 塗｜thôo 城｜siánn 我｜guá 攏｜lóng 捌｜pat 行-踏｜kiânn-ta̍h ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (QP (CLP (M 兩-个｜Lâng-kheh)))
    (VP
      (VP (VV 塗｜thôo) (NP (NN 城｜siánn)))
      (IP
        (NP (PN 我｜guá))
        (VP
          (VV 攏｜lóng)
          (IP (VP (ADVP (AD 捌｜pat)) (VP (VV 行-踏｜kiânn-ta̍h)))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"講｜Kóng 英-語｜ing-gí 的｜ê 青-春｜tshing-tshun 少｜siàu 女｜lú 變-做｜piàn-tsò 愛｜ài 臺-語｜tâi-gí 的｜ê 少-年｜siàu-liân 阿｜a 媽｜ma ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP
        (CP (IP (VP (VV 講｜Kóng) (NP (NN 英-語｜ing-gí)))) (DEC 的｜ê))
        (NP (NN 青-春｜tshing-tshun)))
      (VP
        (ADVP (AD 少｜siàu))
        (NP
          (CP
            (IP
              (NP (ADJP (JJ 女｜lú)) (NP (NN 變-做｜piàn-tsò)))
              (VP (VV 愛｜ài) (NP (NN 臺-語｜tâi-gí))))
            (DEC 的｜ê))
          (NP (NN 少-年｜siàu-liân))
          (NP (NR 阿｜a) (NN 媽｜ma)))))
    (PU ，｜,)))","['規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"只-是｜Tsí-sī 蹛-久｜tuā-kū
","['Na', 'Na']",(ROOT (IP (VP (ADVP (AD 只-是｜Tsí-sī)) (VP (VV 蹛-久｜tuā-kū))))),"['規則變調', '規則變調', '規則變調', '本調#']"
"頂-港｜Tíng-káng 的｜ê 塗｜thôo 城｜siânn 較｜khah 熟｜si̍k
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (DNP (NP (NR 頂-港｜Tíng-káng)) (DEG 的｜ê))
    (VP
      (VV 塗｜thôo)
      (IP (NP (NN 城｜siânn)) (VP (ADVP (AD 較｜khah)) (VP (VA 熟｜si̍k)))))))","['規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"SIL｜SIL
",['Na'],(ROOT (FRAG (NR SIL｜SIL))),['毋是台語']
"第｜Tē 一｜i 拍｜phah 拚｜piánn ，｜,
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (QP (OD 第｜Tē)) (QP (CD 一｜i)) (NP (NN 拍｜phah)))
    (VP (VV 拚｜piánn))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"海｜Hái 山｜san 塗-炭｜thôo-thuànn
","['Na', 'Na', 'Na']",(ROOT (NP (NN 海｜Hái) (NN 山｜san) (NN 塗-炭｜thôo-thuànn))),"['規則變調', '規則變調', '規則變調', '本調#']"
"民｜Bîn 國｜kok 七-十｜tshit-tsa̍p 三｜sann 年｜nî ，｜, 六｜La̍k 月｜guē 二-十｜jī-tsa̍p
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (IP
      (NP (NN 民｜Bîn) (NN 國｜kok))
      (VP
        (QP
          (QP (CD 七-十｜tshit-tsa̍p))
          (QP (CD 三｜sann) (CLP (M 年｜nî))))))
    (PU ，｜,)
    (FRAG
      (NP (QP (CD 六｜La̍k)) (NP (NN 月｜guē)))
      (QP (CD 二-十｜jī-tsa̍p)))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#']"
"因｜In 為｜uî 輕｜khing 便｜piān 車｜tshia 滑｜kut 落｜loh ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (PP
      (P 因｜In)
      (IP
        (VP
          (P 為｜uî)
          (VP
            (ADJP (JJ 輕｜khing))
            (VP
              (ADVP (AD 便｜piān))
              (NP (NN 車｜tshia))
              (VP (VV 滑｜kut) (VP (VV 落｜loh))))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"挵｜Lòng 著｜tiō 高｜koh 壓｜ah 電｜tián ，｜, 火-屎｜Hué-sái 佮｜kā 塗-炭｜thôo-thuànn 粉｜hun 接-觸｜tsiap-tshiok
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (IP
      (VP
        (VV 挵｜Lòng)
        (AS 著｜tiō)
        (NP (NP (ADJP (JJ 高｜koh)) (NP (NN 壓｜ah))) (NP (NN 電｜tián)))))
    (PU ，｜,)
    (NP (NN 火-屎｜Hué-sái) (NN 佮｜kā) (NN 塗-炭｜thôo-thuànn) (NN 粉｜hun))
    (VP (VV 接-觸｜tsiap-tshiok))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"發-生｜Huat-sing 爆｜po̍k 炸｜tsah 提｜thê 走｜tsáu 七｜tshit 十-二｜tsa̍p-jī 條｜tiâu 礦｜khòng 區｜khu 的｜ê 命｜miâ
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VV 發-生｜Huat-sing)
      (IP
        (VP
          (VV 爆｜po̍k)
          (IP
            (VP
              (VRD (VV 炸｜tsah) (VV 提｜thê))
              (NP
                (CP
                  (IP
                    (VP
                      (VV 走｜tsáu)
                      (NP
                        (QP (CD 七｜tshit))
                        (QP (CD 十-二｜tsa̍p-jī) (CLP (M 條｜tiâu)))
                        (NP (NN 礦｜khòng) (NN 區｜khu)))))
                  (DEG 的｜ê))
                (NP (NN 命｜miâ))))))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '本調#']"
"有｜Ū 足｜tsiok 濟｜tsè 是｜sī 阿-美｜a-bí 族｜tso̍k
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (IP (VP (VE 有｜Ū) (IP (NP (NN 足｜tsiok)) (VP (VV 濟｜tsè)))))
    (VP (VC 是｜sī) (NP (NP (NR 阿-美｜a-bí)) (NP (NN 族｜tso̍k))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"漢｜Hàn 番｜huan 做-伙｜tsò-hué 埋｜tâi 佇｜tī 𪜶｜in 趁｜thàn 食｜tsiā 為｜uî 生-活｜sing-ua̍h 的｜ê 塗｜thôo 城｜siânn
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (IP
      (NP (NR 漢｜Hàn))
      (VP
        (QP (CLP (M 番｜huan) (CLP (M 做-伙｜tsò-hué))))
        (VP (VV 埋｜tâi) (NP (NN 佇｜tī)))))
    (NP (PN 𪜶｜in))
    (VP
      (PP
        (P 趁｜thàn)
        (IP
          (NP (NN 食｜tsiā))
          (VP
            (VC 為｜uî)
            (VP
              (DNP (NP (NN 生-活｜sing-ua̍h)) (DEC 的｜ê))
              (VP (VV 塗｜thôo) (NP (NN 城｜siânn))))))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#']"
"聽-著｜Thiann-tio̍h 毋｜m̄ 甘-甲｜kám-kak 。｜.
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 聽-著｜Thiann-tio̍h)
      (IP (VP (ADVP (AD 毋｜m̄)) (VP (VV 甘-甲｜kám-kak)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"七｜Tshit 十-九｜tsa̍p-káu 年｜nî 開｜khui 店｜tiàm 到-今｜kàu-tann ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (QP (QP (CD 七｜Tshit)) (QP (CD 十-九｜tsa̍p-káu) (CLP (M 年｜nî))))
        (VP (VP (VV 開｜khui) (NP (NN 店｜tiàm))) (VP (VV 到-今｜kàu-tann)))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"料｜Liâu 實｜sí 在｜tsāi ，｜,
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP (VV 料｜Liâu) (IP (VP (ADVP (AD 實｜sí)) (VP (VV 在｜tsāi)))))
    (PU ，｜,)))","['規則變調', '規則變調', '本調#', '毋是台語']"
