分詞,詞性,句法,變調
"這｜Tsit 齣｜tshut 戲｜hì 較｜khah 無｜bô 頭-先-的｜thâu-sing-ê 彼｜hit 齣｜tshut 遐｜hiah 悲-傷｜pi-siong 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP
      (CP
        (IP
          (NP (DP (DT 這｜Tsit) (CLP (M 齣｜tshut))) (NP (NN 戲｜hì)))
          (VP (ADVP (AD 較｜khah)) (VP (VE 無｜bô))))
        (DEC 頭-先-的｜thâu-sing-ê))
      (NP (NN 彼｜hit) (NN 齣｜tshut) (NN 遐｜hiah) (NN 悲-傷｜pi-siong)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜I 離-緣｜lī-iân 了-後｜liáu-āu 比｜pí 離-緣｜lī-iân 進-前｜tsìn-tsîng 加｜ke 偌｜guā 樂-暢｜lo̍k-thiòng 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (LCP (NP (NP (NR 伊｜I)) (NP (NN 離-緣｜lī-iân))) (LC 了-後｜liáu-āu))
      (PP (P 比｜pí) (LCP (NP (NN 離-緣｜lī-iân)) (LC 進-前｜tsìn-tsîng)))
      (VP (VV 加｜ke) (NP (NN 偌｜guā) (NN 樂-暢｜lo̍k-thiòng))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"佮｜Kah 彼-站｜hit-tsām 比｜pí ，｜, 這-陣｜tsit-tsūn 日-子｜ji̍t-tsí 加｜ke 偌｜luā 幸-福-咧｜hīng-hok-leh 。｜.
","['Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NP (NR 佮｜Kah)) (NP (NN 彼-站｜hit-tsām)))
    (PP
      (P 比｜pí)
      (PU ，｜,)
      (NP
        (NP (NN 這-陣｜tsit-tsūn) (NN 日-子｜ji̍t-tsí))
        (CC 加｜ke)
        (NP (NN 偌｜luā) (NN 幸-福-咧｜hīng-hok-leh))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"阿-好｜A-hó 加｜ke 阿-財｜A-tsâi 兩｜nn̄g 公-斤｜kong-kin 重｜tāng 爾-爾｜niā-niā 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NR 阿-好｜A-hó) (NR 加｜ke) (NR 阿-財｜A-tsâi))
    (QP (CD 兩｜nn̄g) (CLP (M 公-斤｜kong-kin)))
    (VP (ADVP (AD 重｜tāng)) (VP (VV 爾-爾｜niā-niā)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"今-仔-日｜Kin-á-ji̍t 較｜khah 袂｜bē 寒｜kuânn 。｜.
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NT 今-仔-日｜Kin-á-ji̍t))
    (VP (ADVP (AD 較｜khah)) (VP (VV 袂｜bē) (NP (NN 寒｜kuânn))))
    (PU 。｜.)))","['仔前變調&', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"明-仔-載｜Bîn-á-tsài 變｜piàn 閣-較｜koh-khah 熱｜lua̍h 。｜.
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VP (VV 明-仔-載｜Bîn-á-tsài) (NP (NN 變｜piàn)))
      (VP (ADVP (AD 閣-較｜koh-khah)) (VP (VA 熱｜lua̍h))))
    (PU 。｜.)))","['仔前變調&', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"今-年｜Kin-nî 較｜kah 慢｜bān 寒｜kuânn 。｜.
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NT 今-年｜Kin-nî))
    (VP (ADVP (AD 較｜kah)) (VP (VA 慢｜bān) (NP (NN 寒｜kuânn))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"舊-年｜Kū-nî 寒｜kuânn 較｜khah 久｜kú 。｜.
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 舊-年｜Kū-nî) (NN 寒｜kuânn))
    (VP (ADVP (AD 較｜khah)) (VP (VA 久｜kú)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"查-某｜Tsa-bóo 比｜pí 查-埔｜tsa-poo 加｜ke 四｜sì 倍｜puē 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NN 查-某｜Tsa-bóo))
      (VP
        (PP (P 比｜pí) (NP (NR 查-埔｜tsa-poo)))
        (VP (VV 加｜ke) (QP (CD 四｜sì) (CLP (M 倍｜puē))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"賣-的｜Bē-ê 比｜pí 買-的｜bé-ê 加｜ke 一-半｜tsi̍t-puànn 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (QP
        (CP
          (IP (VP (ADVP (AD 賣-的｜Bē-ê)) (VP (P 比｜pí))))
          (DEG 買-的｜bé-ê))
        (QP (NP (NR 加｜ke)) (QP (CD 一-半｜tsi̍t-puànn)))))
    (PU 。｜.)))","['本調#', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"老-歲-仔｜Lāu-huè-á 贊-聲-的｜tsàn-siann-ê 比｜pí 少-年-人｜siàu-liân-lâng 減｜kiám 六-十-七｜la̍k-tsa̍p-tshit pha｜pha 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (DNP (NP (NR 老-歲-仔｜Lāu-huè-á)) (DEG 贊-聲-的｜tsàn-siann-ê))
      (IP
        (VP
          (PP (P 比｜pí) (NP (NN 少-年-人｜siàu-liân-lâng)))
          (VP
            (VV 減｜kiám)
            (NP (QP (CD 六-十-七｜la̍k-tsa̍p-tshit)) (NP (NN pha｜pha)))))))
    (PU 。｜.)))","['規則變調', '仔前變調&', '本調#', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"老-歲-仔｜Lāu-huè-á 贊-聲-的｜tsàn-siann-ê 比｜pí 少-年-人｜siàu-liân-lâng 減｜kiám 六-十-七｜la̍k-tsa̍p-tshit pha｜pha 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (DNP (NP (NR 老-歲-仔｜Lāu-huè-á)) (DEG 贊-聲-的｜tsàn-siann-ê))
      (IP
        (VP
          (PP (P 比｜pí) (NP (NN 少-年-人｜siàu-liân-lâng)))
          (VP
            (VV 減｜kiám)
            (NP (QP (CD 六-十-七｜la̍k-tsa̍p-tshit)) (NP (NN pha｜pha)))))))
    (PU 。｜.)))","['規則變調', '仔前變調&', '本調#', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"趁-的｜Thàn-ê 公-司｜kong-si 比｜pí 了-的｜liáu-ê 公-司｜kong-si 減｜kiám 一｜tsi̍t 成｜siânn 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (DEG 趁-的｜Thàn-ê)
    (NP (NN 公-司｜kong-si))
    (VP
      (P 比｜pí)
      (DEC 了-的｜liáu-ê)
      (VP
        (ADVP (NN 公-司｜kong-si))
        (VP (VV 減｜kiám) (QP (CD 一｜tsi̍t) (CLP (M 成｜siânn))))))
    (PU 。｜.)))","['本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"In｜In 母-的｜bú-ê 送｜sàng 十-一｜tsa̍p-it kâi｜kâi 杯-仔｜pue-á 予-伊｜hōo-i 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN In｜In) (NN 母-的｜bú-ê))
    (VP
      (VV 送｜sàng)
      (NP
        (NP
          (QP (CD 十-一｜tsa̍p-it) (CLP (M kâi｜kâi)))
          (NP (NN 杯-仔｜pue-á)))
        (NP (NR 予-伊｜hōo-i))))
    (PU 。｜.)))","['規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '本調#', '毋是台語']"
"我｜Guá 送｜sàng 予｜hōo 伊｜i 兩｜nn̄g 枝｜ki 筆｜pit 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 我｜Guá))
    (VP
      (VV 送｜sàng)
      (IP
        (VP
          (VV 予｜hōo)
          (NP
            (NP (NR 伊｜i))
            (QP (CD 兩｜nn̄g) (CLP (M 枝｜ki)))
            (NP (NN 筆｜pit))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"媽｜Ma̋ 大｜tuā 爸｜pa̋ 三｜sann 歲｜huè 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NP (NN 媽｜Ma̋)) (ADJP (JJ 大｜tuā)) (NP (NN 爸｜pa̋)))
    (VP (QP (CD 三｜sann) (CLP (M 歲｜huè))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"In｜In 予｜hōo 賊-仔｜tsha̍t-á 偷-提｜thau-the̍h 九-十-八-萬｜káu-tsa̍p-peh-bān 箍｜khoo 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN In｜In))
    (VP
      (PP (P 予｜hōo) (NP (NN 賊-仔｜tsha̍t-á)))
      (VP
        (VV 偷-提｜thau-the̍h)
        (NP (QP (CD 九-十-八-萬｜káu-tsa̍p-peh-bān)) (NP (NN 箍｜khoo)))))
    (PU 。｜.)))","['規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"阿-水-伯-仔｜A-tsuí-peh-á 送｜sàng 予｜hōo 我｜guá 三-十｜sann-tsa̍p 包｜pau 糖-仔｜thn̂g-á 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NR 阿-水-伯-仔｜A-tsuí-peh-á))
    (VP
      (VV 送｜sàng)
      (PP
        (P 予｜hōo)
        (NP
          (NP (PN 我｜guá))
          (QP (CD 三-十｜sann-tsa̍p) (CLP (M 包｜pau)))
          (NP (NN 糖-仔｜thn̂g-á)))))
    (PU 。｜.)))","['規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '毋是台語']"
"股-票｜Kóo-phiò 頂｜tíng 禮-拜｜lé-pài 落｜lo̍h 六-百｜la̍k-pah 六-十｜la̍k-tsa̍p 點｜tiám ，｜, 收-盤｜siu-puânn 收｜siu 九-千｜káu-tshing 三-百｜sann-pah 點｜tiám 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 股-票｜Kóo-phiò))
    (VP
      (VP
        (VP (VV 頂｜tíng) (NP (NN 禮-拜｜lé-pài)))
        (VP
          (VV 落｜lo̍h)
          (QP
            (CD 六-百｜la̍k-pah)
            (QP (CD 六-十｜la̍k-tsa̍p) (CLP (M 點｜tiám))))))
      (PU ，｜,)
      (VP
        (VV 收-盤｜siu-puânn)
        (IP
          (VP
            (VV 收｜siu)
            (QP
              (QP (CD 九-千｜káu-tshing))
              (QP (CD 三-百｜sann-pah) (CLP (M 點｜tiám))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜Guá 共｜kā 伊｜i 討｜thó 三-十-三｜sann-tsa̍p-sann 張｜tiunn 全-聯｜Tsuân-liân 的｜ê 標-仔｜phiau-á ，｜, 希-望｜hi-bāng 會-赴｜ē-hù 換｜uānn 雙-人-牌｜Siang-lâng-pâi 刀-仔｜to-á 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (PN 我｜Guá))
      (ADVP (AD 共｜kā))
      (NP (NR 伊｜i))
      (VP
        (VV 討｜thó)
        (NP
          (QP (CD 三-十-三｜sann-tsa̍p-sann) (CLP (M 張｜tiunn)))
          (DNP (ADJP (JJ 全-聯｜Tsuân-liân)) (DEG 的｜ê))
          (NP (NN 標-仔｜phiau-á)))))
    (PU ，｜,)
    (IP
      (VP
        (VV 希-望｜hi-bāng)
        (IP
          (VP
            (VV 會-赴｜ē-hù)
            (IP
              (VP
                (VP (VV 換｜uānn) (NP (NN 雙-人-牌｜Siang-lâng-pâi)))
                (VP (NN 刀-仔｜to-á))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '仔前變調&', '本調#', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '毋是台語']"
"我｜Guá 佮｜kah 伊｜i 相-輸｜sio-su 千-三｜tshing-sann 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 我｜Guá))
    (VP
      (VV 佮｜kah)
      (IP
        (NP (NR 伊｜i))
        (VP (VV 相-輸｜sio-su) (QP (CD 千-三｜tshing-sann)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"遮-的｜Tsia-ê 攏-總｜lóng-tsóng 百-九｜pah-káu 。｜. 恁｜Lín 兩｜nn̄g 个｜ê 是｜sī 欲｜beh 分-開｜hun-khui 算｜sǹg 抑-是｜a̍h-sī 做-伙｜tsò-hué 算｜sǹg ？｜?
","['Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (DEG 遮-的｜Tsia-ê)
    (QP (NP (NR 攏-總｜lóng-tsóng)) (QP (CD 百-九｜pah-káu)))
    (PU 。｜.)
    (QP (NP (NN 恁｜Lín)) (QP (CD 兩｜nn̄g) (CLP (M 个｜ê))))
    (VP
      (VC 是｜sī)
      (VP
        (VV 欲｜beh)
        (VP
          (VSB (VV 分-開｜hun-khui) (VV 算｜sǹg))
          (IP
            (VP
              (ADVP (AD 抑-是｜a̍h-sī))
              (ADVP (AD 做-伙｜tsò-hué))
              (VP (VV 算｜sǹg)))))))
    (PU ？｜?)))","['本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"雙-人｜Siang-lâng 套-餐｜thò-tshan 愛｜ài 八-百｜peh-pah 七｜tshit ，｜, 好-額-人｜hó-gia̍h-lâng 才｜tsiah 食-會-起-啦｜tsia̍h-ē-khí-lah 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 雙-人｜Siang-lâng) (NN 套-餐｜thò-tshan))
    (VP
      (VP (VV 愛｜ài) (QP (CD 八-百｜peh-pah) (CD 七｜tshit)))
      (PU ，｜,)
      (NP
        (NP (NN 好-額-人｜hó-gia̍h-lâng))
        (PRN
          (UCP
            (ADVP (AD 才｜tsiah))
            (FLR (SP 食-會-起-啦｜tsia̍h-ē-khí-lah))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"爸｜Pa̋ 佮｜kah 媽｜ma̋ 相-輸｜sio-su 兩-千｜nn̄g-tshing 六｜la̍k 講｜kóng 伊｜i 袂｜bē 來｜lâi 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 爸｜Pa̋) (NN 佮｜kah) (NN 媽｜ma̋))
    (VP
      (VV 相-輸｜sio-su)
      (IP
        (QP (QP (CD 兩-千｜nn̄g-tshing)) (QP (CD 六｜la̍k)))
        (VP
          (VP (VV 講｜kóng) (NP (NP (NR 伊｜i)) (NP (NN 袂｜bē))))
          (VP (VV 來｜lâi)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"七｜Tshit 七｜tshit 四-十-九｜sì-tsa̍p-káu 工｜kang 就｜tō 出-山｜tshut-suann 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP
        (QP (CD 七｜Tshit))
        (QP (CD 七｜tshit) (CLP (CD 四-十-九｜sì-tsa̍p-káu)))
        (NP (NN 工｜kang)))
      (VP (ADVP (AD 就｜tō)) (VP (VV 出-山｜tshut-suann))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"頭-家｜Thâu-ke ，｜, 麻-煩｜mâ-huân 麵-粉｜mī-hún 斤-半｜kin-puànn 。｜.
","['Na', 'PUNC', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 頭-家｜Thâu-ke))
    (PU ，｜,)
    (NP (NN 麻-煩｜mâ-huân) (NN 麵-粉｜mī-hún))
    (VP (VV 斤-半｜kin-puànn))
    (PU 。｜.)))","['規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"頭-家｜Thâu-ke ，｜, 三-層｜sam-tsân 一｜tsi̍t 斤｜kin 偌-濟｜luā-tsuē ？｜?
","['Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NP (NN 頭-家｜Thâu-ke))
        (PU ，｜,)
        (NP (NN 三-層｜sam-tsân))
        (QP (CD 一｜tsi̍t) (CLP (M 斤｜kin)))
        (NP (NN 偌-濟｜luā-tsuē))))
    (PU ？｜?)))","['規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"一｜Tsi̍t 斤｜kin 肉｜bah 起｜khí 到｜kàu 四-百｜sì-pah ，｜, 悾-的｜khong-ê 才｜tsiah 會｜ē 佇｜tī 過-年｜kuè-nî 買｜bé 肉｜bah 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP
      (CP
        (IP
          (VP
            (NP (QP (CD 一｜Tsi̍t) (CLP (M 斤｜kin))) (NP (NN 肉｜bah)))
            (VP (VRD (VV 起｜khí) (VV 到｜kàu)) (QP (CD 四-百｜sì-pah)))
            (PU ，｜,)))
        (DEC 悾-的｜khong-ê)))
    (VP
      (ADVP (AD 才｜tsiah))
      (VP
        (VV 會｜ē)
        (VP
          (VP (VV 佇｜tī) (NP (NN 過-年｜kuè-nî)))
          (VP (VV 買｜bé) (NP (NN 肉｜bah))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"四｜Sì 把｜pé 青-菜｜tshenn-tshài 一-百-喔｜tsi̍t-pah-ooh ！｜!
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NP (QP (CD 四｜Sì) (CLP (M 把｜pé))) (NP (NN 青-菜｜tshenn-tshài)))
        (SP 一-百-喔｜tsi̍t-pah-ooh)))
    (PU ！｜!)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"遮-的｜Tsia-ê 菜｜tshài 攏-總｜lóng-tsóng 五-十｜gōo-tsa̍p 。｜。
","['Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (DNP
    (DEG 遮-的｜Tsia-ê)
    (IP
      (VP
        (NN 菜｜tshài)
        (IP (NP (NR 攏-總｜lóng-tsóng)) (VP (QP (CD 五-十｜gōo-tsa̍p))))))
    (PU 。｜。)))","['本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"遮-的｜Tsia-ê 菜｜tshài 攏-總｜lóng-tsóng 五-十｜gōo-tsa̍p 。｜。
","['Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (DNP
    (DEG 遮-的｜Tsia-ê)
    (IP
      (VP
        (NN 菜｜tshài)
        (IP (NP (NR 攏-總｜lóng-tsóng)) (VP (QP (CD 五-十｜gōo-tsa̍p))))))
    (PU 。｜。)))","['本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"猶-閣｜Iáu-koh 有｜ū 賰｜tshun 斗-半｜táu-puànn 的｜ê 米｜bí 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NN 猶-閣｜Iáu-koh))
      (VP
        (VE 有｜ū)
        (NP
          (DNP
            (QP (NP (NN 賰｜tshun)) (QP (CD 斗-半｜táu-puànn)))
            (DEG 的｜ê))
          (NP (NN 米｜bí)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '本調#', '毋是台語']"
"一｜Tsi̍t 蕊｜luí 花｜hue 五｜gōo 箍｜khoo 。｜. 花｜Hue 一｜tsi̍t 蕊｜luí 五｜gōo 箍｜khoo 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (QP (CD 一｜Tsi̍t) (CLP (M 蕊｜luí)))
      (VP (VV 花｜hue) (NP (QP (CD 五｜gōo)) (NP (NN 箍｜khoo)))))
    (PU 。｜.)
    (IP
      (VP
        (VV 花｜Hue)
        (NP
          (QP (CD 一｜tsi̍t) (CLP (M 蕊｜luí)))
          (QP (CD 五｜gōo))
          (NP (NN 箍｜khoo)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"成｜Tsiânn 百-萬｜pah-bān 人｜lâng 上｜tsiūnn 街-頭｜ke-thâu 抗-議｜khòng-gī 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 成｜Tsiânn)
      (IP
        (LCP
          (NP (QP (CD 百-萬｜pah-bān)) (NP (NN 人｜lâng)))
          (LC 上｜tsiūnn))
        (NP (NN 街-頭｜ke-thâu))
        (VP (VV 抗-議｜khòng-gī))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
